SMILES_A,SMILES_B,Weight_A,Weight_B,Tc,Tg,Density,FFV,Rg,Sustainability
*/CCC[Fe]CCCC(=O)OCCCCOCCCNCC(*)=O,*CC(*)O[Si](C)(C)c1ccccc1,0.5,0.5,0.20390555555555545,2.0168968510833403,0.9169666728986107,0.36109953157555535,19.444875452035,Sustainable
*/CCC[Fe]CCCC(=O)OCCCCOCCCNCC(*)=O,*CCCCCCCCCCCCCCCCCCCC(=O)O*,0.5,0.5,0.22696488888888885,-18.478241338266656,1.0078860690971818,0.33560016800373,20.22386423566249,Not Sustainable
*/CCC[Fe]CCCC(=O)OCCCCOCCCNCC(*)=O,*c1ccc(OCCCCCCCCCCCCSCCCCCCNC(=O)O*)c(OC)c1,0.5,0.5,0.21590722222222203,0.06868246498233309,1.0151877480393463,0.321044834275,17.31347722313502,Not Sustainable
*/CCC[Fe]CCCC(=O)OCCCCOCCCNCC(*)=O,*Oc1ccc(NC(=O)c2ccc(-c3ccc(CC(*)=O)cc3)C2=O)cc1,0.5,0.5,0.21166838888888878,24.51850570850333,1.0337595047925,0.31698772259166696,17.665495585802784,Not Sustainable
*/CCC[Fe]CCCC(=O)OCCCCOCCCNCC(*)=O,*CC(*)(C)C(=O)OCC([2H])(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.5,0.5,0.2150433888888889,11.756567072951666,1.0123085250698212,0.3344159938365081,17.32011524879976,Not Sustainable
*/CCC[Fe]CCCC(=O)OCCCCOCCCNCC(*)=O,*CC(O)CNC(=O)O*,0.5,0.5,0.21307700000000002,13.188601086133339,1.0160128764177376,0.3147868610888895,17.302446270278644,Not Sustainable
*/CCC[Fe]CCCC(=O)OCCCCOCCCNCC(*)=O,*CC(C#N)C(=O)COC(=O)C(*)=O,0.5,0.5,0.2099756111111111,15.779331788878325,1.014651697957708,0.33470632042261916,17.214824238900693,Not Sustainable
*/CCC[Fe]CCCC(=O)OCCCCOCCCNCC(*)=O,*CCCCCNC(=O)c1ccc(O*)c(N(C)CC)c1,0.5,0.5,0.2304107777777777,-8.073311092941337,1.0087749206785126,0.3260057437722223,20.3670794379479,Not Sustainable
*/CCC[Fe]CCCC(=O)OCCCCOCCCNCC(*)=O,*Oc1ccc(C(C)(C)c2ccc(C(*)=O)cc2)cc1,0.5,0.5,0.20544088888888876,89.21026837787325,1.0190799677998323,0.33591686405873034,17.48175447124058,Sustainable
*/CCC[Fe]CCCC(=O)OCCCCOCCCNCC(*)=O,*CCOC(=O)c1ccc(C(=O)Oc2ccc(*)cc2)cc1,0.5,0.5,0.21693977777777762,-1.3718369639849968,1.0311680998749968,0.33342164464206364,21.22533355662391,Not Sustainable
*/CCC[Fe]CCCC(=O)OCCCCOCCCNCC(*)=O,*/C=C/C(\C)(*)c1ccccc1,0.5,0.5,0.19902777777777744,77.99127540151983,0.8831253529446663,0.3842596112388888,17.863610033251714,Sustainable
*/CCC[Fe]CCCC(=O)OCCCCOCCCNCC(*)=O,*Nc1ccc(C[Te](*)COC(=O)c2ccc(OC)cc2)cc1,0.5,0.5,0.21142338888888879,30.222357356651663,1.0137161088454878,0.31719121352222257,17.178867337487787,Not Sustainable
*/CCC[Fe]CCCC(=O)OCCCCOCCCNCC(*)=O,*CC(*)(C)C(C)(C)C,0.5,0.5,0.20297083333333313,19.48730130726665,0.8822007696163336,0.377443530094444,19.86831951282834,Sustainable
*/CCC[Fe]CCCC(=O)OCCCCOCCCNCC(*)=O,*/C=C/C(*)(F)C(F)(F)C(F)(F)F,0.5,0.5,0.19902777777777741,77.99127540151983,0.8831253529446663,0.38425961123888885,17.86361003325171,Sustainable
*/CCC[Fe]CCCC(=O)OCCCCOCCCNCC(*)=O,*c1ccc(OCCCCCCOc2ccc(*)cc2)cc1,0.5,0.5,0.20372744444444418,-13.994048018662774,0.9099519319309436,0.36107381920333304,18.16838365604633,Sustainable
*/CCC[Fe]CCCC(=O)OCCCCOCCCNCC(*)=O,*OC(=O)O*,0.5,0.5,0.20423144444444435,87.91645900947327,1.0174177705484038,0.33567776895873036,17.134350874498917,Sustainable
*/CCC[Fe]CCCC(=O)OCCCCOCCCNCC(*)=O,*C(=O)Nc1ccc(C/C(=O)OCCCCCCCCCO*)cc1,0.5,0.5,0.22163777777777757,9.897399588182331,1.0154485880516657,0.3210482496872224,17.11576448915355,Not Sustainable
*/CCC[Fe]CCCC(=O)OCCCCOCCCNCC(*)=O,*CC(*)(C)C(=O)Nc1ccc(C#N)cc1,0.5,0.5,0.2123681111111111,31.393292607626634,1.0145449155991664,0.3143747264388893,17.72504419557199,Not Sustainable
*/CCC[Fe]CCCC(=O)OCCCCOCCCNCC(*)=O,*c1ccc([Si](*)(C)SCCCCCCCC)cc1,0.5,0.5,0.2050126666666664,-1.0230352063011112,0.8862440341024445,0.38348399991666654,18.090337861981855,Sustainable
*/CCC[Fe]CCCC(=O)OCCCCOCCCNCC(*)=O,*CCCCCCCCNC(=O)CCCCCCCCC(=O)O*,0.5,0.5,0.23720938888888896,-7.0428803198333325,1.010310211370857,0.31739479388888947,20.055641387718836,Not Sustainable
*CCCC1CCCC(*)c2ccc2Ncc1,*CC(*)O[Si](C)(C)c1ccccc1,0.5,0.5,0.20093238888888867,82.4359961060366,0.9750329798397043,0.3830995244999997,18.861137170286664,Sustainable
*CCCC1CCCC(*)c2ccc2Ncc1,*CCCCCCCCCCCCCCCCCCCC(=O)O*,0.5,0.5,0.21846377777777737,-19.602848723836118,0.8810159960636109,0.3847844815588887,20.672851060176104,Not Sustainable
*CCCC1CCCC(*)c2ccc2Ncc1,*c1ccc(OCCCCCCCCCCCCSCCCCCCNC(=O)O*)c(OC)c1,0.5,0.5,0.20366922222222195,48.20944743688324,0.961548291236556,0.38793548973888897,17.870247106678363,Sustainable
*CCCC1CCCC(*)c2ccc2Ncc1,*Oc1ccc(NC(=O)c2ccc(-c3ccc(CC(*)=O)cc3)C2=O)cc1,0.5,0.5,0.19928044444444412,85.69499375165658,0.9755428323848893,0.38688325009999996,17.85672778646725,Sustainable
*CCCC1CCCC(*)c2ccc2Ncc1,*CC(*)(C)C(=O)OCC([2H])(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,0.5,0.5,0.20297083333333313,19.48730130726665,0.8822007696163336,0.377443530094444,19.868319512828343,Sustainable
*CCCC1CCCC(*)c2ccc2Ncc1,*CC(O)CNC(=O)O*,0.5,0.5,0.20297083333333313,19.487301307266648,0.8822007696163336,0.377443530094444,19.868319512828343,Sustainable
*CCCC1CCCC(*)c2ccc2Ncc1,*CC(C#N)C(=O)COC(=O)C(*)=O,0.5,0.5,0.20297083333333313,19.30065039691332,0.883538657241667,0.37738364862777735,19.77875843821816,Sustainable
